<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
USDJPY,20031208,00:00:00,107.7200,107.0900,107.7500,107.3400
USDJPY,20031209,00:00:00,107.3400,106.7400,107.5300,107.1400
USDJPY,20031210,00:00:00,107.1400,107.0500,108.7000,108.3700
USDJPY,20031211,00:00:00,108.3600,107.9400,108.4200,108.0100
USDJPY,20031212,00:00:00,108.0100,107.6400,108.0400,107.7200
USDJPY,20031215,00:00:00,108.2400,107.3700,108.2500,107.6200
USDJPY,20031216,00:00:00,107.6300,107.3900,107.8100,107.5500
USDJPY,20031217,00:00:00,107.5500,107.2000,107.8300,107.4200
USDJPY,20031218,00:00:00,107.4300,107.3100,108.0700,107.5700
USDJPY,20031219,00:00:00,107.5700,107.5300,107.9700,107.8000
USDJPY,20031222,00:00:00,107.7600,107.2900,107.9200,107.5400
USDJPY,20031223,00:00:00,107.5400,107.2500,107.5500,107.3500
USDJPY,20031224,00:00:00,107.3500,107.1100,107.5300,107.2500
USDJPY,20031226,00:00:00,107.2800,106.9200,107.4700,107.4700
USDJPY,20031229,00:00:00,107.3100,106.8800,107.3400,107.0000
USDJPY,20031230,00:00:00,107.0100,106.8700,107.1100,106.9200
USDJPY,20031231,00:00:00,106.9100,106.8800,107.2300,107.0900
USDJPY,20040102,00:00:00,107.2900,106.6500,107.4800,106.9300
USDJPY,20040105,00:00:00,106.9800,106.0400,107.3300,106.2800
USDJPY,20040106,00:00:00,106.2900,105.7900,106.3900,106.1800
USDJPY,20040107,00:00:00,106.1800,105.9000,106.4000,106.2000
USDJPY,20040108,00:00:00,106.1900,106.1200,106.2200,106.1700
USDJPY,20040109,00:00:00,106.1700,106.1600,108.2200,106.3600
USDJPY,20040112,00:00:00,106.6100,106.3700,106.7200,106.6100
USDJPY,20040113,00:00:00,106.6000,106.1000,106.6400,106.2500
USDJPY,20040114,00:00:00,106.2500,105.9500,106.3100,106.2500
USDJPY,20040115,00:00:00,106.2500,105.9900,106.4600,106.2600
USDJPY,20040116,00:00:00,106.2600,105.7200,106.9600,106.7000
USDJPY,20040119,00:00:00,106.6500,106.4500,107.4600,107.2700
USDJPY,20040120,00:00:00,107.2700,106.8200,107.9000,106.8400
USDJPY,20040121,00:00:00,106.8300,106.6000,107.2500,106.8600
USDJPY,20040122,00:00:00,106.8600,105.9300,106.9800,106.0600
USDJPY,20040123,00:00:00,106.0700,105.7300,106.6000,106.5100
USDJPY,20040126,00:00:00,106.4300,105.8100,106.7100,106.2600
USDJPY,20040127,00:00:00,106.2600,105.4600,106.3700,105.6100
USDJPY,20040128,00:00:00,105.6200,105.4800,106.5900,106.2400
USDJPY,20040129,00:00:00,106.2400,105.6100,106.2800,105.9200
USDJPY,20040130,00:00:00,105.9200,105.6200,106.0900,105.7400
USDJPY,20040202,00:00:00,105.7000,105.3800,105.7400,105.5400
USDJPY,20040203,00:00:00,105.5400,105.2200,105.8300,105.4700
USDJPY,20040204,00:00:00,105.4700,105.3100,105.6200,105.4000
USDJPY,20040205,00:00:00,105.4000,105.3600,106.0100,105.7800
USDJPY,20040206,00:00:00,105.7700,105.3800,106.7600,105.4300
USDJPY,20040209,00:00:00,105.8700,105.5100,105.8800,105.7200
USDJPY,20040210,00:00:00,105.7300,105.3300,105.8600,105.6000
USDJPY,20040211,00:00:00,105.6000,105.1800,105.6800,105.3300
USDJPY,20040212,00:00:00,105.3300,105.2900,105.5300,105.3200
USDJPY,20040213,00:00:00,105.3200,105.3100,105.5700,105.4500
USDJPY,20040216,00:00:00,105.4300,105.3900,105.5000,105.4400
USDJPY,20040217,00:00:00,105.4300,105.4300,105.9900,105.6200
USDJPY,20040218,00:00:00,105.6200,105.5000,107.1000,106.6400
USDJPY,20040219,00:00:00,106.6700,106.2900,107.4200,106.9500
USDJPY,20040220,00:00:00,106.9500,106.8500,109.3000,109.0500
USDJPY,20040223,00:00:00,108.9000,108.0600,109.3600,108.2600
USDJPY,20040224,00:00:00,108.2700,108.0600,108.7200,108.2000
USDJPY,20040225,00:00:00,108.2000,108.0400,109.1000,108.9500
USDJPY,20040226,00:00:00,108.9500,108.7500,109.8100,109.5000
USDJPY,20040227,00:00:00,109.5000,108.8700,109.6700,108.9700
USDJPY,20040301,00:00:00,109.0300,108.8900,109.4000,108.9700
USDJPY,20040302,00:00:00,108.9600,108.9000,110.3900,110.0400
USDJPY,20040303,00:00:00,110.0400,110.0000,110.4700,110.0300
USDJPY,20040304,00:00:00,110.0400,110.0200,111.1400,111.0900
USDJPY,20040305,00:00:00,111.0900,110.9800,112.2600,112.0400
USDJPY,20040308,00:00:00,112.1800,111.1100,112.3100,111.2800
USDJPY,20040309,00:00:00,111.2500,110.2200,111.5900,111.4100
USDJPY,20040310,00:00:00,111.4200,110.7000,111.5300,110.8900
USDJPY,20040311,00:00:00,110.8900,110.4200,111.0400,110.8300
USDJPY,20040312,00:00:00,110.8400,110.5900,111.3700,110.8700
USDJPY,20040315,00:00:00,110.6600,109.1900,111.0300,110.3200
USDJPY,20040316,00:00:00,110.3200,108.6100,110.3400,108.7900
USDJPY,20040317,00:00:00,108.7900,107.9500,108.9500,108.1700
USDJPY,20040318,00:00:00,108.1500,106.4000,108.3300,106.8100
USDJPY,20040319,00:00:00,106.8100,106.6100,107.2900,106.7500
USDJPY,20040322,00:00:00,106.8500,106.7200,107.6300,106.7400
USDJPY,20040323,00:00:00,106.7500,106.4400,106.9200,106.6900
USDJPY,20040324,00:00:00,106.6900,106.0200,106.9300,106.3500
USDJPY,20040325,00:00:00,106.3500,105.7500,106.4400,106.0800
USDJPY,20040326,00:00:00,106.0900,105.5400,106.2200,105.9200
USDJPY,20040329,00:00:00,105.5500,105.2500,105.9200,105.5100
USDJPY,20040330,00:00:00,105.5100,105.3900,106.1900,105.7500
USDJPY,20040331,00:00:00,105.7300,103.4200,105.8900,104.2300
USDJPY,20040401,00:00:00,104.2000,103.4800,104.4500,103.6400
USDJPY,20040402,00:00:00,103.6400,103.6400,104.7500,104.4900
USDJPY,20040405,00:00:00,104.3600,104.1200,105.4200,105.0900
USDJPY,20040406,00:00:00,105.0800,104.9500,107.1700,105.6400
USDJPY,20040407,00:00:00,105.6400,104.9500,106.1300,105.2600
USDJPY,20040408,00:00:00,105.2900,105.2000,106.3900,106.2800
USDJPY,20040409,00:00:00,106.2900,105.9600,106.7300,106.4200
USDJPY,20040412,00:00:00,106.3100,105.2500,106.4100,105.4400
USDJPY,20040413,00:00:00,105.4400,105.0400,106.9700,106.6300
USDJPY,20040414,00:00:00,106.6500,106.6400,108.9400,108.6200
USDJPY,20040415,00:00:00,108.6400,108.0600,109.2200,108.0800
USDJPY,20040416,00:00:00,108.0800,107.5000,108.8500,107.7700
USDJPY,20040419,00:00:00,107.7300,107.5800,108.6600,108.3600
USDJPY,20040420,00:00:00,108.3600,107.6800,108.8500,108.7800
USDJPY,20040421,00:00:00,108.7800,108.5600,109.7300,109.4200
USDJPY,20040422,00:00:00,109.4200,109.1200,109.8700,109.3900
USDJPY,20040423,00:00:00,109.3900,108.5900,109.8100,108.9800
USDJPY,20040426,00:00:00,109.1000,108.2900,109.3100,108.6900
USDJPY,20040427,00:00:00,108.6900,108.3700,109.8400,109.4400
USDJPY,20040428,00:00:00,109.4200,108.7500,110.2000,110.0400
USDJPY,20040429,00:00:00,110.0300,109.5100,111.0000,109.8700
USDJPY,20040430,00:00:00,109.8700,109.7600,110.6000,110.4900
USDJPY,20040503,00:00:00,110.4000,109.8000,110.6700,110.2000
USDJPY,20040504,00:00:00,110.2000,109.2200,110.5700,109.3300
USDJPY,20040505,00:00:00,109.3200,108.3100,109.5500,108.7000
USDJPY,20040506,00:00:00,108.6900,108.6200,109.8600,109.8500
USDJPY,20040507,00:00:00,109.8500,109.7100,112.4600,112.1900
USDJPY,20040510,00:00:00,112.2500,112.1900,114.1100,113.8700
USDJPY,20040511,00:00:00,113.8300,112.8900,113.8300,112.9500
USDJPY,20040512,00:00:00,112.9400,112.4100,113.4500,112.9000
USDJPY,20040513,00:00:00,112.9100,112.8100,114.6500,114.6200
USDJPY,20040514,00:00:00,114.6100,113.9500,114.8600,114.2200
USDJPY,20040517,00:00:00,114.1700,113.0400,114.6200,114.3200
USDJPY,20040518,00:00:00,114.3200,113.3700,114.6700,114.1600
USDJPY,20040519,00:00:00,114.1600,112.4200,114.1700,112.8900
USDJPY,20040520,00:00:00,112.8400,112.5600,113.8400,112.6300
USDJPY,20040521,00:00:00,112.6700,111.7500,113.0300,112.2500
USDJPY,20040524,00:00:00,112.1700,112.0800,112.9700,112.9300
USDJPY,20040525,00:00:00,112.9400,111.6200,113.2900,111.7800
USDJPY,20040526,00:00:00,111.7800,111.2300,111.9500,111.7300
USDJPY,20040527,00:00:00,111.7300,110.6600,112.0800,110.8900
USDJPY,20040528,00:00:00,110.8900,110.0200,111.0400,110.2600
USDJPY,20040531,00:00:00,110.2300,109.0500,110.3800,109.4200
USDJPY,20040601,00:00:00,109.4200,109.2100,110.7000,110.4300
USDJPY,20040602,00:00:00,110.4300,109.8400,110.8900,110.0100
USDJPY,20040603,00:00:00,110.0100,109.7900,111.5100,111.0400
USDJPY,20040604,00:00:00,111.0300,110.2900,111.9500,111.0000
USDJPY,20040607,00:00:00,110.8700,109.4600,110.9700,109.5800
USDJPY,20040608,00:00:00,109.5900,109.4600,110.1000,109.6900
USDJPY,20040609,00:00:00,109.7100,108.6500,110.5400,110.3100
USDJPY,20040610,00:00:00,110.2800,109.1500,110.5000,109.2100
USDJPY,20040611,00:00:00,109.2000,109.1700,110.4500,110.0300
USDJPY,20040614,00:00:00,110.3800,110.0400,111.4500,111.0400
USDJPY,20040615,00:00:00,111.0400,109.2800,111.3700,109.4500
USDJPY,20040616,00:00:00,109.4400,109.2000,110.2200,109.9800
USDJPY,20040617,00:00:00,109.9600,108.8900,110.1900,109.5100
USDJPY,20040618,00:00:00,109.5100,108.5300,109.7100,108.7900
USDJPY,20040621,00:00:00,108.6100,108.2200,108.9200,108.9200
USDJPY,20040622,00:00:00,108.9200,108.3600,109.3800,109.0500
USDJPY,20040623,00:00:00,109.0500,108.4200,109.2000,108.4600
USDJPY,20040624,00:00:00,108.4800,106.9900,108.4900,107.0700
USDJPY,20040625,00:00:00,107.0800,107.0400,107.9900,107.6200
USDJPY,20040628,00:00:00,107.4400,107.4100,108.3000,107.9100
USDJPY,20040629,00:00:00,107.9100,107.7600,108.7200,108.2200
USDJPY,20040630,00:00:00,108.2300,108.1700,109.5600,108.8100
USDJPY,20040701,00:00:00,108.8000,107.8200,108.8700,108.3900
USDJPY,20040702,00:00:00,108.3800,108.0300,109.3200,108.3200
USDJPY,20040705,00:00:00,108.3400,108.2300,109.1500,109.1200
USDJPY,20040706,00:00:00,109.1200,108.8500,109.6900,109.4400
USDJPY,20040707,00:00:00,109.4400,108.1800,109.4900,108.6400
USDJPY,20040708,00:00:00,108.6300,108.3700,109.1300,108.9000
USDJPY,20040709,00:00:00,108.9000,107.9300,108.9200,108.3000
USDJPY,20040712,00:00:00,107.8600,107.5700,108.3800,108.2200
USDJPY,20040713,00:00:00,108.2200,108.1800,109.3800,108.5700
USDJPY,20040714,00:00:00,108.5700,108.3800,109.4400,109.1300
USDJPY,20040715,00:00:00,109.1300,109.0100,109.9700,109.8000
USDJPY,20040716,00:00:00,109.8000,108.5500,110.0000,108.7100
USDJPY,20040719,00:00:00,108.7900,108.0800,108.8200,108.2300
USDJPY,20040720,00:00:00,108.2300,108.0800,108.8000,108.4500
USDJPY,20040721,00:00:00,108.4000,108.3600,110.2900,109.7600
USDJPY,20040722,00:00:00,109.7600,109.2600,109.9200,109.7200
USDJPY,20040723,00:00:00,109.7300,109.6100,110.2400,110.1000
USDJPY,20040726,00:00:00,110.1400,109.4100,110.1500,109.9000
USDJPY,20040727,00:00:00,109.8900,109.6100,111.1600,110.8700
USDJPY,20040728,00:00:00,110.8700,110.7900,111.8700,111.6800
USDJPY,20040729,00:00:00,111.6800,111.4800,112.4500,112.0100
USDJPY,20040730,00:00:00,112.0400,111.0800,112.2000,111.1900
USDJPY,20040802,00:00:00,111.0900,110.5700,111.3800,110.8000
USDJPY,20040803,00:00:00,110.8200,110.4000,111.1200,110.6600
USDJPY,20040804,00:00:00,110.6700,110.5200,111.7000,111.0700
USDJPY,20040805,00:00:00,111.1000,110.8200,111.8000,111.7100
USDJPY,20040806,00:00:00,111.7100,109.8300,111.8500,110.3500
USDJPY,20040809,00:00:00,110.3900,110.1200,110.8800,110.6700
USDJPY,20040810,00:00:00,110.6800,110.3900,111.4300,111.3200
USDJPY,20040811,00:00:00,111.3200,110.6200,111.4100,110.8400
USDJPY,20040812,00:00:00,110.8300,110.4500,111.2200,110.8000
USDJPY,20040813,00:00:00,110.8000,110.4700,112.0500,110.6600
USDJPY,20040816,00:00:00,110.4800,110.3600,110.9900,110.4400
USDJPY,20040817,00:00:00,110.4400,109.8000,110.5900,109.8400
USDJPY,20040818,00:00:00,109.8600,109.2800,110.1500,109.3800
USDJPY,20040819,00:00:00,109.3800,109.0700,109.6000,109.3700
USDJPY,20040820,00:00:00,109.3700,108.9500,109.7300,109.2200
USDJPY,20040823,00:00:00,109.1200,109.0900,109.8900,109.8200
USDJPY,20040824,00:00:00,109.8200,109.3600,110.0200,109.5800
USDJPY,20040825,00:00:00,109.5900,109.4300,110.4500,110.0700
USDJPY,20040826,00:00:00,110.0800,109.2800,110.2800,109.6300
USDJPY,20040827,00:00:00,109.6400,109.0000,109.7300,109.6400
USDJPY,20040830,00:00:00,109.6100,109.5100,110.4000,109.8800
USDJPY,20040831,00:00:00,109.8800,108.7500,110.1800,109.0900
USDJPY,20040901,00:00:00,109.0700,108.9200,109.7000,109.3800
USDJPY,20040902,00:00:00,109.3800,109.2000,109.6000,109.4600
USDJPY,20040903,00:00:00,109.4600,109.1200,110.6600,110.4600
USDJPY,20040906,00:00:00,110.4800,109.9500,110.5800,110.1800
USDJPY,20040907,00:00:00,110.1800,109.2200,110.2300,109.3700
USDJPY,20040908,00:00:00,109.3700,109.0300,109.7600,109.3400
USDJPY,20040909,00:00:00,109.3300,109.1400,109.9900,109.5000
USDJPY,20040910,00:00:00,109.5000,109.2100,110.3000,109.5600
USDJPY,20040913,00:00:00,109.4700,109.2900,110.3200,110.0000
USDJPY,20040914,00:00:00,110.0000,109.3600,110.1100,109.6400
USDJPY,20040915,00:00:00,109.6400,109.2900,110.3600,110.0000
USDJPY,20040916,00:00:00,110.0200,109.4700,110.0400,109.6000
USDJPY,20040917,00:00:00,109.5900,109.3600,110.2200,109.8500
USDJPY,20040920,00:00:00,109.9000,109.6900,110.1200,109.8400
USDJPY,20040921,00:00:00,109.8400,109.5900,110.1700,109.7400
USDJPY,20040922,00:00:00,109.7400,109.6100,110.7200,110.6300
USDJPY,20040923,00:00:00,110.6400,110.2600,110.8900,110.7900
USDJPY,20040924,00:00:00,110.8000,110.2900,110.8600,110.6200
USDJPY,20040927,00:00:00,110.4700,110.4700,111.3700,111.2400
USDJPY,20040928,00:00:00,111.2400,111.1200,111.6900,111.3400
USDJPY,20040929,00:00:00,111.3400,110.6600,111.3700,110.8900
USDJPY,20040930,00:00:00,110.8900,109.8000,111.2300,110.0800
USDJPY,20041001,00:00:00,110.0900,109.8200,110.5700,110.4200
USDJPY,20041004,00:00:00,110.6200,110.5000,111.1600,110.8300
USDJPY,20041005,00:00:00,110.8300,110.6800,111.3200,111.2100
USDJPY,20041006,00:00:00,111.2200,110.9700,111.4400,111.2800
USDJPY,20041007,00:00:00,111.2600,110.9400,111.4100,111.1300
USDJPY,20041008,00:00:00,111.1100,109.2900,111.2400,109.4600
USDJPY,20041011,00:00:00,109.5100,109.1400,109.5600,109.2900
USDJPY,20041012,00:00:00,109.3000,109.3000,110.0600,109.6700
USDJPY,20041013,00:00:00,109.6600,109.3900,110.1700,109.7900
USDJPY,20041014,00:00:00,109.7900,109.1400,109.8400,109.6000
USDJPY,20041015,00:00:00,109.6200,108.8000,109.6700,109.1900
USDJPY,20041018,00:00:00,109.2200,109.1300,109.5700,109.2400
USDJPY,20041019,00:00:00,109.2400,108.2600,109.4200,108.3400
USDJPY,20041020,00:00:00,108.3400,108.1100,108.6600,108.3000
USDJPY,20041021,00:00:00,108.2800,107.3500,108.3700,107.5500
USDJPY,20041022,00:00:00,107.5500,107.2000,107.7400,107.2200
USDJPY,20041025,00:00:00,107.2700,106.2100,107.3700,106.6800
USDJPY,20041026,00:00:00,106.6900,106.4000,106.9700,106.9200
USDJPY,20041027,00:00:00,106.9200,106.2300,107.1300,106.5500
USDJPY,20041028,00:00:00,106.5900,105.8900,106.9400,106.2500
USDJPY,20041029,00:00:00,106.2500,105.7800,106.3500,105.8100
USDJPY,20041101,00:00:00,105.8000,105.7300,106.5500,106.4300
USDJPY,20041102,00:00:00,106.4300,106.0000,106.7300,106.0400
USDJPY,20041103,00:00:00,106.0400,105.9200,106.8600,106.2000
USDJPY,20041104,00:00:00,106.2000,105.6900,106.4700,106.0300
USDJPY,20041105,00:00:00,106.0300,105.5100,106.6100,105.5800
USDJPY,20041108,00:00:00,105.4900,105.2700,105.7500,105.5200
USDJPY,20041109,00:00:00,105.5100,105.4700,105.9000,105.6600
USDJPY,20041110,00:00:00,105.6600,105.6600,107.2600,106.9900
USDJPY,20041111,00:00:00,106.9900,106.5200,107.0300,106.5400
USDJPY,20041112,00:00:00,106.5400,105.3200,106.7800,105.5100
USDJPY,20041115,00:00:00,105.6500,105.1600,105.6500,105.2400
USDJPY,20041116,00:00:00,105.2400,105.1900,105.6500,105.3700
USDJPY,20041117,00:00:00,105.3700,103.7900,105.5100,104.0500
USDJPY,20041118,00:00:00,104.0300,103.6500,104.3900,104.2200
USDJPY,20041119,00:00:00,104.2300,102.6900,104.3500,103.0700
USDJPY,20041122,00:00:00,103.0900,102.9500,103.3600,103.1300
USDJPY,20041123,00:00:00,103.1300,102.8700,103.6600,103.3900
USDJPY,20041124,00:00:00,103.4000,102.5500,103.6800,102.8400
USDJPY,20041125,00:00:00,102.8400,102.3600,103.0100,102.4000
USDJPY,20041126,00:00:00,102.3700,102.1500,103.3800,102.5600
USDJPY,20041129,00:00:00,102.6300,102.5000,103.0900,102.8600
USDJPY,20041130,00:00:00,102.8600,102.4200,103.3200,103.0200
USDJPY,20041201,00:00:00,103.0200,102.5100,103.0200,102.6500
USDJPY,20041202,00:00:00,102.6600,101.8300,103.3600,103.1500
USDJPY,20041203,00:00:00,103.1500,102.0400,103.5700,102.0800
USDJPY,20041206,00:00:00,102.0700,101.9100,103.3500,103.1000
USDJPY,20041207,00:00:00,103.1100,102.3900,103.3200,102.8600
USDJPY,20041208,00:00:00,102.8600,102.7600,104.9400,103.8600
USDJPY,20041209,00:00:00,103.8600,103.8500,104.9700,104.6200
USDJPY,20041210,00:00:00,104.6200,104.5900,106.1700,105.1500
USDJPY,20041213,00:00:00,105.5300,104.5300,105.5700,104.7000
USDJPY,20041214,00:00:00,104.6900,104.6100,105.7600,105.5600
USDJPY,20041215,00:00:00,105.5600,103.9800,105.7000,104.2200
USDJPY,20041216,00:00:00,104.2200,103.4500,104.9500,104.6000
USDJPY,20041217,00:00:00,104.5900,104.0700,104.6900,104.2500
USDJPY,20041220,00:00:00,104.0300,103.8800,104.4700,104.1600
USDJPY,20041221,00:00:00,104.1600,103.7100,104.6600,104.4000
USDJPY,20041222,00:00:00,104.4200,103.8900,104.4700,104.2100
USDJPY,20041223,00:00:00,104.2200,103.5400,104.2400,103.6100
USDJPY,20041224,00:00:00,103.6100,103.4400,103.7700,103.6400
USDJPY,20041227,00:00:00,103.7100,102.7000,104.0700,103.0200
USDJPY,20041228,00:00:00,103.0300,102.8300,103.3100,103.0300
USDJPY,20041229,00:00:00,103.0300,103.0300,104.2500,103.7300
USDJPY,20041230,00:00:00,103.7400,102.8600,104.1900,103.1000
USDJPY,20041231,00:00:00,103.1000,102.3100,103.1200,102.3900
USDJPY,20050103,00:00:00,102.6000,102.3400,103.4400,102.8200
USDJPY,20050104,00:00:00,102.8100,102.4300,104.7700,104.4500
USDJPY,20050105,00:00:00,104.4400,103.7400,104.9900,104.1000
USDJPY,20050106,00:00:00,104.1100,103.8800,105.1500,104.9100
USDJPY,20050107,00:00:00,104.9100,103.8500,105.1100,104.8100
USDJPY,20050110,00:00:00,104.7800,104.0700,104.8100,104.1800
USDJPY,20050111,00:00:00,104.1900,103.1000,104.2700,103.3500
USDJPY,20050112,00:00:00,103.3500,102.1300,103.5200,102.3900
USDJPY,20050113,00:00:00,102.4000,102.2300,102.8000,102.4100
USDJPY,20050114,00:00:00,102.4100,101.7800,103.1700,102.0100
USDJPY,20050117,00:00:00,102.0000,101.6700,102.2700,102.2000
USDJPY,20050118,00:00:00,102.2100,102.1400,102.9700,102.1700
USDJPY,20050119,00:00:00,102.1700,102.0100,102.9400,102.8000
USDJPY,20050120,00:00:00,102.8100,102.4700,103.5700,103.3800
USDJPY,20050121,00:00:00,103.3900,102.6100,103.8900,102.7100
USDJPY,20050124,00:00:00,102.8000,102.5200,102.9800,102.6400
USDJPY,20050125,00:00:00,102.6500,102.4900,104.3100,103.9500
USDJPY,20050126,00:00:00,103.9500,102.7500,104.0500,103.1400
USDJPY,20050127,00:00:00,103.1400,102.3600,103.5000,102.7900
USDJPY,20050128,00:00:00,102.8200,102.7100,103.7300,103.3600
USDJPY,20050131,00:00:00,103.6500,103.3300,103.7800,103.5900
USDJPY,20050201,00:00:00,103.6000,103.4800,104.0600,103.6200
USDJPY,20050202,00:00:00,103.6500,103.3300,104.0600,103.6800
USDJPY,20050203,00:00:00,103.6900,103.6200,104.7000,104.4700
USDJPY,20050204,00:00:00,104.4700,103.4800,104.6100,103.9800
USDJPY,20050207,00:00:00,104.5700,104.0400,105.0100,104.8200
USDJPY,20050208,00:00:00,104.8200,104.7700,105.9300,105.8000
USDJPY,20050209,00:00:00,105.7900,105.3100,105.9500,105.5300
USDJPY,20050210,00:00:00,105.5400,105.3500,106.8300,105.8200
USDJPY,20050211,00:00:00,105.8100,105.4800,105.8800,105.7500
USDJPY,20050214,00:00:00,105.4600,104.6400,105.5700,105.0600
USDJPY,20050215,00:00:00,105.0800,104.2700,105.3500,104.4300
USDJPY,20050216,00:00:00,104.4300,104.4000,105.6900,105.3500
USDJPY,20050217,00:00:00,105.3600,105.1700,105.7800,105.5300
USDJPY,20050218,00:00:00,105.5300,105.1500,105.8400,105.6400
USDJPY,20050221,00:00:00,105.7600,105.3900,105.7700,105.4200
USDJPY,20050222,00:00:00,105.4400,103.8000,105.5700,104.1400
USDJPY,20050223,00:00:00,104.1500,104.1000,105.0800,104.9200
USDJPY,20050224,00:00:00,104.9200,104.6000,105.5600,105.3600
USDJPY,20050225,00:00:00,105.3800,105.0200,105.5500,105.1500
USDJPY,20050228,00:00:00,105.2300,104.0800,105.2600,104.5500
USDJPY,20050301,00:00:00,104.5400,104.1600,104.7600,104.3600
USDJPY,20050302,00:00:00,104.3600,104.3400,105.1300,104.7400
USDJPY,20050303,00:00:00,104.7400,104.7200,105.3600,105.2500
USDJPY,20050304,00:00:00,105.2500,104.3200,105.5500,104.7100
USDJPY,20050307,00:00:00,104.7500,104.5100,105.3400,105.1200
USDJPY,20050308,00:00:00,105.1200,104.3300,105.1400,104.5500
USDJPY,20050309,00:00:00,104.5400,103.6500,104.7300,103.9900
USDJPY,20050310,00:00:00,104.0000,103.6900,104.3100,104.0800
USDJPY,20050311,00:00:00,104.0700,103.7000,104.2600,103.9900
USDJPY,20050314,00:00:00,103.9000,103.7000,105.1600,104.8700
USDJPY,20050315,00:00:00,104.8700,104.1400,104.9900,104.5200
USDJPY,20050316,00:00:00,104.5200,103.8900,104.6700,104.1700
USDJPY,20050317,00:00:00,104.1700,104.0900,104.8500,104.5100
USDJPY,20050318,00:00:00,104.5100,104.4900,105.0300,104.6900
USDJPY,20050321,00:00:00,104.7500,104.6500,105.4700,105.1700
USDJPY,20050322,00:00:00,105.1700,104.8400,105.6600,105.5300
USDJPY,20050323,00:00:00,105.5300,105.2600,106.1500,105.9400
USDJPY,20050324,00:00:00,105.9400,105.9000,106.5400,106.3700
USDJPY,20050325,00:00:00,106.3800,106.2500,106.5000,106.3300
USDJPY,20050328,00:00:00,106.3200,106.3100,107.3400,107.1500
USDJPY,20050329,00:00:00,107.1500,106.9300,107.5900,107.5400
USDJPY,20050330,00:00:00,107.5500,107.1000,107.6600,107.5300
USDJPY,20050331,00:00:00,107.5300,106.6200,107.5600,107.1200
USDJPY,20050401,00:00:00,107.1300,106.7600,107.7500,107.5700
USDJPY,20050404,00:00:00,107.6400,107.5700,108.3900,108.2600
USDJPY,20050405,00:00:00,108.2700,108.0600,108.8600,108.2400
USDJPY,20050406,00:00:00,108.2400,107.8500,108.7600,108.6200
USDJPY,20050407,00:00:00,108.6100,108.0800,108.7700,108.6300
USDJPY,20050408,00:00:00,108.6400,108.1800,108.8500,108.2800
USDJPY,20050411,00:00:00,108.2800,107.6200,108.4900,107.8100
USDJPY,20050412,00:00:00,107.8100,107.5000,108.4500,107.7000
USDJPY,20050413,00:00:00,107.7000,107.1200,107.8100,107.3200
USDJPY,20050414,00:00:00,107.3100,107.2400,108.4000,108.2500
USDJPY,20050415,00:00:00,108.2600,107.4500,108.5300,107.7500
USDJPY,20050418,00:00:00,107.6200,107.2500,108.0300,107.3500
USDJPY,20050419,00:00:00,107.3500,106.7000,107.5000,106.8000
USDJPY,20050420,00:00:00,106.8300,106.5800,107.4600,106.8900
USDJPY,20050421,00:00:00,106.8800,106.6700,107.4000,106.9400
USDJPY,20050422,00:00:00,106.9300,105.7500,106.9500,106.0100
USDJPY,20050425,00:00:00,105.5200,105.4800,106.0400,105.7400
USDJPY,20050426,00:00:00,105.7500,105.5600,106.1400,106.0600
USDJPY,20050427,00:00:00,106.0800,105.6800,106.3800,105.9100
USDJPY,20050428,00:00:00,105.9000,105.5200,106.2700,106.1100
USDJPY,20050429,00:00:00,106.1100,104.6000,106.1100,104.8300
USDJPY,20050502,00:00:00,105.0400,104.8900,105.4000,105.1200
USDJPY,20050503,00:00:00,105.1000,104.8600,105.3200,104.9600
USDJPY,20050504,00:00:00,104.9600,104.1900,104.9900,104.5200
USDJPY,20050505,00:00:00,104.5100,104.2100,104.6500,104.4900
USDJPY,20050506,00:00:00,104.4700,104.4400,105.0700,104.9600
USDJPY,20050509,00:00:00,105.0900,105.0700,105.6500,105.6400
USDJPY,20050510,00:00:00,105.6600,105.3600,105.9400,105.5400
USDJPY,20050511,00:00:00,105.5300,104.9200,105.9200,105.8200
USDJPY,20050512,00:00:00,105.8200,105.6800,106.9100,106.8000
USDJPY,20050513,00:00:00,106.8100,106.6500,107.4000,107.3600
USDJPY,20050516,00:00:00,107.2800,106.6900,107.7600,106.9400
USDJPY,20050517,00:00:00,106.9500,106.5400,107.5300,107.4000
USDJPY,20050518,00:00:00,107.4000,106.7200,107.7500,107.0300
USDJPY,20050519,00:00:00,107.0300,106.9400,107.6500,107.6100
USDJPY,20050520,00:00:00,107.6000,107.3300,108.2700,108.1100
USDJPY,20050523,00:00:00,108.1800,107.5300,108.2800,107.6700
USDJPY,20050524,00:00:00,107.6700,107.2200,107.7800,107.6200
USDJPY,20050525,00:00:00,107.6100,107.2500,107.8600,107.6000
USDJPY,20050526,00:00:00,107.6000,107.6000,108.2500,107.9300
USDJPY,20050527,00:00:00,107.9300,107.7200,108.0600,107.9200
USDJPY,20050530,00:00:00,107.9800,107.7300,108.1300,107.9700
USDJPY,20050531,00:00:00,107.9700,107.6900,108.5500,108.4600
USDJPY,20050601,00:00:00,108.4600,108.1200,108.8300,108.5700
USDJPY,20050602,00:00:00,108.5700,108.0800,108.7700,108.2300
